,Alpha Dollar PnL,Net Futures Exposure
2015-05-30,240332.25,7.5
2015-05-31,240332.25,7.5
2015-06-01,240894.75,7.5
2015-06-02,239576.25,5.5
2015-06-03,241220.25,7.5
2015-06-04,233526.75,5.5
2015-06-05,232839.25,5.5
2015-06-06,232839.25,5.5
2015-06-07,232839.25,5.5
2015-06-08,230220.75,7.5
2015-06-09,229183.5,5.5
2015-06-10,236802.75,5.5
2015-06-11,237627.75,5.5
2015-06-12,233559.5,5.5
2015-06-13,233559.5,5.5
2015-06-14,233559.5,5.5
2015-06-15,231084.5,5.5
2015-06-16,234103.5,7.5
2015-06-17,236003.25,3.5
2015-06-18,239847.25,5.5
2015-06-19,236891.0,5.5
2015-06-20,236891.0,5.5
2015-06-21,236891.0,5.5
2015-06-22,239841.25,7.5
2015-06-23,240579.25,3.5
2015-06-24,238117.25,7.5
2015-06-25,235304.75,7.5
2015-06-26,234548.75,5.5
2015-06-27,234548.75,5.5
2015-06-28,234548.75,5.5
2015-06-29,222442.75,7.5
2015-06-30,225255.25,7.5
2015-07-01,228993.25,3.5
2015-07-02,229337.25,5.5
2015-07-03,229337.25,5.5
2015-07-04,229337.25,5.5
2015-07-05,229337.25,5.5
2015-07-06,226231.5,5.5
2015-07-07,229932.0,5.5
2015-07-08,221951.0,7.5
2015-07-09,224382.5,5.5
2015-07-10,230901.75,5.5
2015-07-11,230901.75,5.5
2015-07-12,230901.75,5.5
2015-07-13,236676.75,5.5
2015-07-14,239420.75,3.5
2015-07-15,238633.25,3.5
2015-07-16,241733.5,5.5
2015-07-17,242552.5,3.5
2015-07-18,242552.5,3.5
2015-07-19,242552.5,3.5
2015-07-20,242721.5,5.5
2015-07-21,240590.25,5.5
2015-07-22,238109.25,3.5
2015-07-23,236259.75,7.5
2015-07-24,228566.25,5.5
2015-07-25,228566.25,5.5
2015-07-26,228566.25,5.5
2015-07-27,224435.25,7.5
2015-07-28,235304.25,5.5
2015-07-29,239629.5,7.5
2015-07-30,239723.25,7.5
2015-07-31,237648.75,3.5
2015-08-01,237648.75,3.5
2015-08-02,237648.75,3.5
2015-08-03,236155.25,5.5
2015-08-04,235324.25,3.5
2015-08-05,236899.25,3.5
2015-08-06,234180.75,5.5
2015-08-07,231831.25,5.5
2015-08-08,231831.25,5.5
2015-08-09,231831.25,5.5
2015-08-10,239313.0,5.5
2015-08-11,234082.0,3.5
2015-08-12,234475.75,3.5
2015-08-13,234163.5,5.5
2015-08-14,236420.25,1.5
2015-08-15,236420.25,1.5
2015-08-16,236420.25,1.5
2015-08-17,237126.75,3.5
2015-08-18,236208.0,3.5
2015-08-19,234489.75,3.5
2015-08-20,227221.25,5.5
2015-08-21,209546.5,3.5
2015-08-22,209546.5,3.5
2015-08-23,209546.5,3.5
2015-08-24,199702.75,3.5
2015-08-25,192571.5,3.5
2015-08-26,202721.5,3.5
2015-08-27,209590.25,3.5
2015-08-28,209721.5,3.5
2015-08-29,209721.5,3.5
2015-08-30,209721.5,3.5
2015-08-31,209021.5,3.5
2015-09-01,197509.25,5.5
2015-09-02,205547.0,3.5
2015-09-03,207328.75,3.5
2015-09-04,203828.75,3.5
2015-09-05,203828.75,3.5
2015-09-06,203828.75,3.5
2015-09-07,203828.75,3.5
2015-09-08,210385.25,1.5
2015-09-09,208673.0,3.5
2015-09-10,209192.0,1.5
2015-09-11,209923.25,1.5
2015-09-12,209923.25,1.5
2015-09-13,209923.25,1.5
2015-09-14,209617.25,3.5
2015-09-15,214686.25,1.5
2015-09-16,215784.25,3.5
2015-09-17,216046.75,3.5
2015-09-18,208340.75,1.5
2015-09-19,208340.75,1.5
2015-09-20,208340.75,1.5
2015-09-21,209197.25,3.5
2015-09-22,205647.5,1.5
2015-09-23,205266.5,3.5
2015-09-24,204041.5,3.5
2015-09-25,204123.0,1.5
2015-09-26,204123.0,1.5
2015-09-27,204123.0,1.5
2015-09-28,200673.0,1.5
2015-09-29,199954.5,3.5
2015-09-30,207342.25,1.5
2015-10-01,207361.0,1.5
2015-10-02,209455.0,3.5
2015-10-03,209455.0,3.5
2015-10-04,209455.0,3.5
2015-10-05,216492.75,5.5
2015-10-06,214974.25,3.5
2015-10-07,217199.5,1.5
2015-10-08,218706.25,5.5
2015-10-09,219456.5,3.5
2015-10-10,219456.5,3.5
2015-10-11,219456.5,3.5
2015-10-12,219456.5,3.5
2015-10-13,217263.0,1.5
2015-10-14,216619.5,3.5
2015-10-15,221513.5,5.5
2015-10-16,223913.75,3.5
2015-10-17,223913.75,3.5
2015-10-18,223913.75,3.5
2015-10-19,223995.25,5.5
2015-10-20,223989.25,3.5
2015-10-21,222326.75,3.5
2015-10-22,227964.5,5.5
2015-10-23,234214.75,3.5
2015-10-24,234214.75,3.5
2015-10-25,234214.75,3.5
2015-10-26,233377.5,5.5
2015-10-27,231521.25,5.5
2015-10-28,238115.25,3.5
2015-10-29,238721.75,5.5
2015-10-30,237272.0,3.5
2015-10-31,237272.0,3.5
2015-11-01,237272.0,3.5
2015-11-02,240465.75,3.5
2015-11-03,241247.25,5.5
2015-11-04,238972.5,3.5
2015-11-05,239229.0,5.5
2015-11-06,237916.75,3.5
2015-11-07,237916.75,3.5
2015-11-08,237916.75,3.5
2015-11-09,235198.25,1.5
2015-11-10,235323.5,3.5
2015-11-11,235323.5,3.5
2015-11-12,229630.0,1.5
2015-11-13,227711.5,3.5
2015-11-14,227711.5,3.5
2015-11-15,227711.5,3.5
2015-11-16,232474.25,1.5
2015-11-17,232655.75,3.5
2015-11-18,237687.0,3.5
2015-11-19,237806.25,3.5
2015-11-20,239287.75,5.5
2015-11-21,239287.75,5.5
2015-11-22,239287.75,5.5
2015-11-23,238456.75,3.5
2015-11-24,238938.0,3.5
2015-11-25,239107.0,5.5
2015-11-26,239107.0,5.5
2015-11-27,239719.75,3.5
2015-11-28,239719.75,3.5
2015-11-29,239719.75,3.5
2015-11-30,237870.25,7.5
2015-12-01,244895.5,5.5
2015-12-02,239458.25,3.5
2015-12-03,233677.25,5.5
2015-12-04,245771.25,3.5
2015-12-05,245771.25,3.5
2015-12-06,245771.25,3.5
2015-12-07,243046.75,7.5
2015-12-08,238915.75,5.5
2015-12-09,234372.25,3.5
2015-12-10,235678.75,5.5
2015-12-11,223847.75,3.5
2015-12-12,223847.75,3.5
2015-12-13,223847.75,3.5
2015-12-14,224585.5,1.5
2015-12-15,226735.75,3.5
2015-12-16,232203.25,3.5
2015-12-17,227647.25,5.5
2015-12-18,217397.5,3.5
2015-12-19,217397.5,3.5
2015-12-20,217397.5,3.5
2015-12-21,217522.75,1.5
2015-12-22,219254.5,5.5
2015-12-23,226948.5,3.5
2015-12-24,226067.5,5.5
2015-12-25,226067.5,5.5
2015-12-26,226067.5,5.5
2015-12-27,226067.5,5.5
2015-12-28,224623.75,5.5
2015-12-29,231561.5,3.5
2015-12-30,229411.75,5.5
2015-12-31,224593.25,3.5
2016-01-01,224593.25,3.5
2016-01-02,224593.25,3.5
2016-01-03,224593.25,3.5
2016-01-04,216799.75,1.5
2016-01-05,217618.75,3.5
2016-01-06,212975.25,1.5
2016-01-07,209800.5,3.5
2016-01-08,206169.25,3.5
2016-01-09,206169.25,3.5
2016-01-10,206169.25,3.5
2016-01-11,206382.0,1.5
2016-01-12,207482.25,3.5
2016-01-13,199076.25,1.5
2016-01-14,201495.0,1.5
2016-01-15,198020.25,3.5
2016-01-16,198020.25,3.5
2016-01-17,198020.25,3.5
2016-01-18,198020.25,3.5
2016-01-19,198708.25,3.5
2016-01-20,194721.0,5.5
2016-01-21,198702.5,3.5
2016-01-22,204077.75,1.5
2016-01-23,204077.75,1.5
2016-01-24,204077.75,1.5
2016-01-25,201915.5,3.5
2016-01-26,206366.0,3.5
2016-01-27,202810.25,3.5
2016-01-28,204685.5,5.5
2016-01-29,216154.75,1.5
2016-01-30,216154.75,1.5
2016-01-31,216154.75,1.5
2016-02-01,216805.0,3.5
2016-02-02,209443.0,3.5
2016-02-03,211018.0,3.5
2016-02-04,211749.75,3.5
2016-02-05,205350.25,3.5
2016-02-06,205350.25,3.5
2016-02-07,205350.25,3.5
2016-02-08,201538.0,5.5
2016-02-09,200781.75,5.5
2016-02-10,201257.0,3.5
2016-02-11,198363.5,5.5
2016-02-12,205707.75,1.5
2016-02-13,205707.75,1.5
2016-02-14,205707.75,1.5
2016-02-15,205707.75,1.5
2016-02-16,207801.75,3.5
2016-02-17,214233.0,3.5
2016-02-18,212345.75,1.5
2016-02-19,212315.0,5.5
2016-02-20,212315.0,5.5
2016-02-21,212315.0,5.5
2016-02-22,220203.25,3.5
2016-02-23,216703.25,3.5
2016-02-24,217216.25,7.5
2016-02-25,225454.25,3.5
2016-02-26,225798.25,5.5
2016-02-27,225798.25,5.5
2016-02-28,225798.25,5.5
2016-02-29,222629.75,7.5
2016-03-01,235649.0,3.5
2016-03-02,237043.0,5.5
2016-03-03,239924.5,3.5
2016-03-04,241324.5,3.5
2016-03-05,241324.5,3.5
2016-03-06,241324.5,3.5
2016-03-07,241274.75,5.5
2016-03-08,236656.5,5.5
2016-03-09,238094.25,7.5
2016-03-10,237426.0,3.5
2016-03-11,243726.0,3.5
2016-03-12,243726.0,3.5
2016-03-13,243726.0,3.5
2016-03-14,244070.0,5.5
2016-03-15,241239.25,5.5
2016-03-16,245994.75,5.5
2016-03-17,249982.25,5.5
2016-03-18,251695.0,3.5
2016-03-19,251695.0,3.5
2016-03-20,251695.0,3.5
2016-03-21,251645.25,5.5
2016-03-22,252045.75,5.5
2016-03-23,248058.25,5.5
2016-03-24,247502.25,7.5
2016-03-25,249271.5,3.5
2016-03-26,249271.5,3.5
2016-03-27,249271.5,3.5
2016-03-28,248959.25,5.5
2016-03-29,253359.25,5.5
2016-03-30,256790.75,3.5
2016-03-31,256434.75,5.5
2016-04-01,259522.5,3.5
2016-04-02,259522.5,3.5
2016-04-03,259522.5,3.5
2016-04-04,257547.75,5.5
2016-04-05,253141.75,7.5
2016-04-06,260073.25,5.5
2016-04-07,253530.0,5.5
2016-04-08,254549.25,5.5
2016-04-09,254549.25,5.5
2016-04-10,254549.25,5.5
2016-04-11,254337.0,3.5
2016-04-12,257262.25,5.5
2016-04-13,263306.25,3.5
2016-04-14,263606.5,5.5
2016-04-15,262569.25,7.5
2016-04-16,262569.25,7.5
2016-04-17,262569.25,7.5
2016-04-18,267807.25,3.5
2016-04-19,268720.0,5.5
2016-04-20,269951.5,3.5
2016-04-21,267895.25,3.5
2016-04-22,267845.5,5.5
2016-04-23,267845.5,5.5
2016-04-24,267845.5,5.5
2016-04-25,266389.75,5.5
2016-04-26,267758.75,7.5
2016-04-27,271028.0,3.5
2016-04-28,267040.75,5.5
2016-04-29,264766.0,7.5
2016-04-30,264766.0,7.5
2016-05-01,264766.0,7.5
2016-05-02,269810.5,1.5
2016-05-03,268223.5,5.5
2016-05-04,265817.25,5.5
2016-05-05,264917.5,3.5
2016-05-06,265742.75,5.5
2016-05-07,265742.75,5.5
2016-05-08,265742.75,5.5
2016-05-09,267581.0,3.5
2016-05-10,271737.25,3.5
2016-05-11,268800.0,5.5
2016-05-12,268719.25,5.5
2016-05-13,263694.5,7.5
2016-05-14,263694.5,7.5
2016-05-15,263694.5,7.5
2016-05-16,271282.25,5.5
2016-05-17,265151.5,1.5
2016-05-18,265045.75,5.5
2016-05-19,264283.5,3.5
2016-05-20,266021.5,3.5
2016-05-21,266021.5,3.5
2016-05-22,266021.5,3.5
2016-05-23,265977.75,3.5
2016-05-24,270696.75,1.5
2016-05-25,271797.0,3.5
2016-05-26,271791.0,1.5
2016-05-27,272278.5,1.5
2016-05-28,272278.5,1.5
2016-05-29,272278.5,1.5
2016-05-30,272278.5,1.5
2016-05-31,272191.5,5.5
2016-06-01,273148.0,3.5
2016-06-02,273667.0,5.5
2016-06-03,272842.0,5.5
2016-06-04,272842.0,5.5
2016-06-05,272842.0,5.5
2016-06-06,276136.0,3.5
2016-06-07,276436.25,5.5
2016-06-08,278286.5,3.5
2016-06-09,277805.25,3.5
2016-06-10,273949.25,5.5
2016-06-11,273949.25,5.5
2016-06-12,273949.25,5.5
2016-06-13,270087.25,5.5
2016-06-14,268362.5,7.5
2016-06-15,268018.25,5.5
2016-06-16,269462.0,5.5
2016-06-17,267462.25,7.5
2016-06-18,267462.25,7.5
2016-06-19,267462.25,7.5
2016-06-20,273925.0,5.5
2016-06-21,274394.25,5.5
2016-06-22,273638.0,5.5
2016-06-23,279613.25,3.5
2016-06-24,267882.25,5.5
2016-06-25,267882.25,5.5
2016-06-26,267882.25,5.5
2016-06-27,256939.0,5.5
2016-06-28,265739.0,5.5
2016-06-29,275352.0,5.5
2016-06-30,281877.25,3.5
2016-07-01,283840.0,5.5
2016-07-02,283840.0,5.5
2016-07-03,283840.0,5.5
2016-07-04,283840.0,5.5
2016-07-05,280540.0,5.5
2016-07-06,282802.75,3.5
2016-07-07,282665.5,5.5
2016-07-08,290840.75,3.5
2016-07-09,290840.75,3.5
2016-07-10,290840.75,3.5
2016-07-11,292716.0,5.5
2016-07-12,296428.5,5.5
2016-07-13,296972.5,3.5
2016-07-14,298804.0,5.5
2016-07-15,298110.5,3.5
2016-07-16,298110.5,3.5
2016-07-17,298110.5,3.5
2016-07-18,299248.0,3.5
2016-07-19,298367.0,5.5
2016-07-20,301592.25,3.5
2016-07-21,299792.5,5.5
2016-07-22,302742.75,7.5
2016-07-23,302742.75,7.5
2016-07-24,302742.75,7.5
2016-07-25,299830.5,5.5
2016-07-26,300437.25,5.5
2016-07-27,300431.25,3.5
2016-07-28,301131.25,3.5
2016-07-29,301737.75,5.5
2016-07-30,301737.75,5.5
2016-07-31,301737.75,5.5
2016-08-01,299938.25,5.5
2016-08-02,296563.5,7.5
2016-08-03,298057.5,5.5
2016-08-04,298951.25,5.5
2016-08-05,303820.5,5.5
2016-08-06,303820.5,5.5
2016-08-07,303820.5,5.5
2016-08-08,303195.75,3.5
2016-08-09,303671.0,5.5
2016-08-10,301608.5,5.5
2016-08-11,305658.75,3.5
2016-08-12,304952.75,5.5
2016-08-13,304952.75,5.5
2016-08-14,304952.75,5.5
2016-08-15,307084.0,5.5
2016-08-16,304396.75,3.5
2016-08-17,304565.75,5.5
2016-08-18,305516.25,5.5
2016-08-19,305029.0,3.5
2016-08-20,305029.0,3.5
2016-08-21,305029.0,3.5
2016-08-22,304842.0,7.5
2016-08-23,306611.25,3.5
2016-08-24,303930.5,7.5
2016-08-25,303924.5,5.5
2016-08-26,303093.5,7.5
2016-08-27,303093.5,7.5
2016-08-28,303093.5,7.5
2016-08-29,307406.0,7.5
2016-08-30,305806.25,5.5
2016-08-31,304425.25,7.5
2016-09-01,303481.75,5.5
2016-09-02,306775.75,3.5
2016-09-03,306775.75,3.5
2016-09-04,306775.75,3.5
2016-09-05,306775.75,3.5
2016-09-06,307469.75,5.5
2016-09-07,307807.5,3.5
2016-09-08,307232.75,5.5
2016-09-09,293820.5,7.5
2016-09-10,293820.5,7.5
2016-09-11,293820.5,7.5
2016-09-12,304408.25,5.5
2016-09-13,294502.25,7.5
2016-09-14,294814.25,5.5
2016-09-15,301551.75,5.5
2016-09-16,298727.0,7.5
2016-09-17,298727.0,7.5
2016-09-18,298727.0,7.5
2016-09-19,298814.75,5.5
2016-09-20,299565.0,7.5
2016-09-21,307246.5,5.5
2016-09-22,311365.5,3.5
2016-09-23,309172.0,5.5
2016-09-24,309172.0,5.5
2016-09-25,309172.0,5.5
2016-09-26,303872.25,3.5
2016-09-27,306016.0,3.5
2016-09-28,307978.75,5.5
2016-09-29,303847.75,3.5
2016-09-30,307123.0,5.5
2016-10-01,307123.0,5.5
2016-10-02,307123.0,5.5
2016-10-03,303891.75,5.5
2016-10-04,300717.25,5.5
2016-10-05,303392.5,7.5
2016-10-06,303755.5,3.5
2016-10-07,302693.5,7.5
2016-10-08,302693.5,7.5
2016-10-09,302693.5,7.5
2016-10-10,302693.5,7.5
2016-10-11,295943.5,7.5
2016-10-12,297531.25,5.5
2016-10-13,295531.5,7.5
2016-10-14,296931.75,5.5
2016-10-15,296931.75,5.5
2016-10-16,296931.75,5.5
2016-10-17,294319.25,5.5
2016-10-18,297750.75,7.5
2016-10-19,300270.0,3.5
2016-10-20,299301.5,5.5
2016-10-21,299095.25,5.5
2016-10-22,299095.25,5.5
2016-10-23,299095.25,5.5
2016-10-24,301839.25,3.5
2016-10-25,300477.0,5.5
2016-10-26,300058.5,3.5
2016-10-27,298734.0,7.5
2016-10-28,296015.25,7.5
2016-10-29,296015.25,7.5
2016-10-30,296015.25,7.5
2016-10-31,296384.25,5.5
2016-11-01,292115.75,7.5
2016-11-02,288547.25,5.5
2016-11-03,284353.5,5.5
2016-11-04,284485.0,7.5
2016-11-05,284485.0,7.5
2016-11-06,284485.0,7.5
2016-11-07,299760.25,5.5
2016-11-08,304635.5,7.5
2016-11-09,312041.75,7.5
2016-11-10,313160.75,5.5
2016-11-11,313160.75,5.5
2016-11-12,313160.75,5.5
2016-11-13,313160.75,5.5
2016-11-14,311842.5,5.5
2016-11-15,316849.25,5.5
2016-11-16,316087.0,7.5
2016-11-17,319743.25,7.5
2016-11-18,319081.0,5.5
2016-11-19,319081.0,5.5
2016-11-20,319081.0,5.5
2016-11-21,322369.0,5.5
2016-11-22,324494.25,3.5
2016-11-23,324538.0,3.5
2016-11-24,324538.0,3.5
2016-11-25,326194.5,5.5
2016-11-26,326194.5,5.5
2016-11-27,326194.5,5.5
2016-11-28,323094.75,3.5
2016-11-29,323395.0,5.5
2016-11-30,323601.25,5.5
2016-12-01,319395.5,5.5
2016-12-02,320489.5,7.5
2016-12-03,320489.5,7.5
2016-12-04,320489.5,7.5
2016-12-05,324796.0,5.5
2016-12-06,326502.75,5.5
2016-12-07,334615.25,5.5
2016-12-08,336809.25,3.5
2016-12-09,338772.0,5.5
2016-12-10,338772.0,5.5
2016-12-11,338772.0,5.5
2016-12-12,338353.5,3.5
2016-12-13,341591.0,3.5
2016-12-14,338839.5,5.5
2016-12-15,340346.0,3.5
2016-12-16,338808.75,5.5
2016-12-17,338808.75,5.5
2016-12-18,338808.75,5.5
2016-12-19,340252.5,5.5
2016-12-20,342715.5,5.5
2016-12-21,341741.0,5.5
2016-12-22,339947.5,3.5
2016-12-23,340329.25,7.5
2016-12-24,340329.25,7.5
2016-12-25,340329.25,7.5
2016-12-26,340329.25,7.5
2016-12-27,343048.0,7.5
2016-12-28,335442.25,3.5
2016-12-29,335305.0,5.5
2016-12-30,331792.75,3.5
2016-12-31,331792.75,3.5
2017-01-01,331792.75,3.5
2017-01-02,331792.75,3.5
2017-01-03,334849.25,5.5
2017-01-04,339587.0,7.5
2017-01-05,338081.0,5.5
2017-01-06,341581.25,7.5
2017-01-07,341581.25,7.5
2017-01-08,341581.25,7.5
2017-01-09,338294.0,5.5
2017-01-10,338425.5,3.5
2017-01-11,338807.25,7.5
2017-01-12,337389.0,3.5
2017-01-13,338389.25,5.5
2017-01-14,338389.25,5.5
2017-01-15,338389.25,5.5
2017-01-16,338389.25,5.5
2017-01-17,335627.25,5.5
2017-01-18,337271.25,7.5
2017-01-19,333702.75,5.5
2017-01-20,335553.0,7.5
2017-01-23,334884.75,3.5
2017-01-24,337416.25,5.5
2017-01-25,342222.75,3.5
2017-01-26,341823.0,5.5
2017-01-27,340723.0,5.5
2017-01-30,336798.25,3.5
2017-01-31,336879.75,5.5
2017-02-01,337417.75,5.5
2017-02-02,337343.0,7.5
2017-02-03,343718.0,7.5
2017-02-06,341180.75,5.5
2017-02-07,341375.0,5.5
2017-02-08,342531.75,5.5
2017-02-09,346313.0,5.5
2017-02-10,348575.75,7.5
2017-02-13,353544.5,7.5
2017-02-14,356444.75,5.5
2017-02-15,360082.5,7.5
2017-02-16,358676.25,7.5
2017-02-17,359795.25,5.5
2017-02-21,364607.75,5.5
2017-02-22,363639.25,7.5
2017-02-23,364195.75,5.5
2017-02-24,364252.5,5.5
2017-02-27,365896.5,7.5
2017-02-28,363165.75,3.5
2017-03-01,369760.0,7.5
2017-03-02,363103.75,7.5
2017-03-03,362716.75,3.5
2017-03-06,362279.25,3.5
2017-03-07,360179.25,3.5
2017-03-08,359735.75,5.5
2017-03-09,360342.5,5.5
2017-03-10,361911.75,5.5
2017-03-13,362799.5,7.5
2017-03-14,359324.75,5.5
2017-03-15,365524.0,5.5
2017-03-16,363318.0,7.5
2017-03-17,363024.75,3.5
2017-03-20,362106.0,3.5
2017-03-21,356850.0,5.5
2017-03-22,358150.25,3.5
2017-03-23,357356.75,5.5
2017-03-24,357619.75,5.5
2017-03-27,357195.25,5.5
2017-03-28,361520.5,7.5
2017-03-29,361895.5,7.5
2017-03-30,364608.25,5.5
2017-03-31,364533.5,7.5
2017-04-03,361052.75,3.5
2017-04-04,361184.0,3.5
2017-04-05,360559.5,7.5
2017-04-06,361110.0,3.5
2017-04-07,361010.5,7.5
2017-04-10,361291.75,7.5
2017-04-11,358186.0,3.5
2017-04-12,357305.0,5.5
2017-04-13,353792.75,3.5
2017-04-14,353699.25,5.5
2017-04-17,358162.0,7.5
2017-04-18,358718.5,5.5
2017-04-19,354925.25,5.5
2017-04-20,361650.75,5.5
2017-04-21,359450.75,5.5
2017-04-24,366038.75,5.5
2017-04-25,370295.25,3.5
2017-04-26,369851.75,5.5
2017-04-27,369851.75,5.5
2017-04-28,368264.5,3.5
2017-05-01,369964.75,5.5
2017-05-02,368784.0,5.5
2017-05-03,368497.0,5.5
2017-05-04,368903.5,7.5
2017-05-05,371710.0,5.5
2017-05-08,371566.5,7.5
2017-05-09,372498.0,5.5
2017-05-10,372704.25,5.5
2017-05-11,371804.5,7.5
2017-05-12,369636.25,3.5
2017-05-15,371899.25,7.5
2017-05-16,371424.5,5.5
2017-05-17,360831.0,3.5
2017-05-18,362225.0,5.5
2017-05-19,365100.5,5.5
2017-05-22,369219.5,7.5
2017-05-23,370244.75,5.5
2017-05-24,372026.25,3.5
2017-05-25,372195.25,5.5
2017-05-26,375076.75,3.5
2017-05-30,374983.25,5.5
2017-05-31,374215.0,5.5
2017-06-01,378465.5,5.5
2017-06-02,379284.5,7.5
2017-06-05,382091.0,5.5
2017-06-06,381672.5,3.5
2017-06-07,381535.25,5.5
2017-06-08,380979.25,3.5
2017-06-09,379879.5,5.5
2017-06-12,379392.25,7.5
2017-06-13,385005.25,3.5
2017-06-14,384178.75,5.5
2017-06-15,382791.75,5.5
2017-06-16,382860.5,5.5
2017-06-19,388623.5,5.5
2017-06-20,384836.25,3.5
2017-06-21,384430.5,7.5
2017-06-22,384518.25,5.5
2017-06-23,384581.0,3.5
2017-06-26,385225.25,7.5
2017-06-27,384463.25,3.5
2017-06-28,384851.0,5.5
2017-06-29,379688.75,7.5
2017-06-30,380526.5,5.5
2017-07-03,381477.0,5.5
2017-07-05,383258.5,3.5
2017-07-06,379008.75,5.5
2017-07-07,383677.75,7.5
2017-07-10,385259.5,3.5
2017-07-11,384416.25,7.5
2017-07-12,391535.25,5.5
2017-07-13,392423.0,3.5
2017-07-14,394735.75,5.5
2017-07-17,393973.5,3.5
2017-07-18,394148.5,3.5
2017-07-19,394623.75,5.5
2017-07-20,397917.75,3.5
2017-07-21,397999.25,5.5
2017-07-24,397243.0,5.5
2017-07-25,398405.75,3.5
2017-07-26,398137.25,5.5
2017-07-27,397031.25,3.5
2017-07-28,397200.25,5.5
2017-07-30,397200.25,5.5
2017-07-31,397750.25,5.5
2017-08-01,397950.5,3.5
2017-08-02,397938.5,7.5
2017-08-03,396620.0,5.5
2017-08-04,397513.75,5.5
2017-08-06,397513.75,5.5
2017-08-07,398876.75,5.5
2017-08-08,397358.25,3.5
2017-08-09,397083.75,7.5
2017-08-10,384990.0,7.5
2017-08-11,386202.75,5.5
2017-08-13,386202.75,5.5
2017-08-14,392378.25,5.5
2017-08-15,393197.25,3.5
2017-08-16,393109.75,3.5
2017-08-17,386929.0,7.5
2017-08-18,386641.75,5.5
2017-08-20,386641.75,5.5
2017-08-21,386017.0,7.5
2017-08-22,395192.5,3.5
2017-08-23,393967.5,3.5
2017-08-24,392818.0,7.5
2017-08-25,395155.75,5.5
2017-08-27,395155.75,5.5
2017-08-28,394318.75,5.5
2017-08-29,395412.75,7.5
2017-08-30,398682.0,3.5
2017-08-31,401694.75,5.5
2017-09-01,403063.75,3.5
2017-09-04,403063.75,3.5
2017-09-05,399032.75,5.5
2017-09-06,400608.0,7.5
2017-09-07,401908.5,3.5
2017-09-08,401327.75,7.5
2017-09-10,401327.75,7.5
2017-09-11,410978.0,5.5
2017-09-12,413103.25,3.5
2017-09-13,413283.0,5.5
2017-09-14,413208.25,3.5
2017-09-15,413852.5,7.5
2017-09-17,413852.5,7.5
2017-09-18,416096.5,5.5
2017-09-19,416846.75,3.5
2017-09-20,416441.0,7.5
2017-09-21,415403.75,5.5
2017-09-22,415197.5,5.5
2017-09-24,415197.5,5.5
2017-09-25,413266.5,7.5
2017-09-26,414948.0,5.5
2017-09-27,417617.25,5.5
2017-09-28,417411.0,5.5
2017-09-29,419742.5,3.5
2017-10-01,419742.5,3.5
2017-10-02,421355.25,5.5
2017-10-03,423343.0,3.5
2017-10-04,423955.5,3.5
2017-10-05,426530.75,5.5
2017-10-06,425631.0,3.5
2017-10-09,425631.0,3.5
2017-10-10,425837.75,7.5
2017-10-11,427794.5,3.5
2017-10-12,427138.25,3.5
2017-10-13,427607.5,7.5
2017-10-15,427607.5,7.5
2017-10-16,428908.0,3.5
2017-10-17,429208.25,5.5
2017-10-18,430170.75,5.5
2017-10-19,429271.0,3.5
2017-10-20,431715.0,5.5
2017-10-22,431715.0,5.5
2017-10-23,429990.25,3.5
2017-10-24,430159.25,5.5
2017-10-25,426784.5,7.5
2017-10-26,429216.0,5.5
2017-10-27,434085.25,5.5
2017-10-29,434085.25,5.5
2017-10-30,432010.75,5.5
2017-10-31,432417.25,7.5
2017-11-01,434380.0,5.5
2017-11-02,434374.0,7.5
2017-11-03,436999.0,7.5
2017-11-05,436999.0,7.5
2017-11-06,438868.0,5.5
2017-11-07,437624.5,7.5
2017-11-08,439774.75,5.5
2017-11-09,437362.5,7.5
2017-11-12,437362.5,7.5
2017-11-13,437262.75,5.5
2017-11-14,435675.5,3.5
2017-11-15,434007.0,5.5
2017-11-16,439363.5,3.5
2017-11-17,437832.25,3.5
2017-11-19,437832.25,3.5
2017-11-20,438482.5,5.5
2017-11-21,443076.75,5.5
2017-11-22,443002.0,7.5
2017-11-23,443002.0,7.5
2017-11-24,443002.0,7.5
2017-11-26,443002.0,7.5
2017-11-27,444783.25,7.5
2017-11-28,453589.75,5.5
2017-11-29,453377.5,7.5
2017-11-30,461152.75,5.5
2017-12-01,460184.25,7.5
2017-12-03,460184.25,7.5
2017-12-04,459903.0,7.5
2017-12-05,455772.0,5.5
2017-12-06,456109.75,7.5
2017-12-07,457978.75,5.5
2017-12-08,461347.5,5.5
2017-12-10,461347.5,5.5
2017-12-11,463816.5,7.5
2017-12-12,466810.5,5.5
2017-12-13,467240.75,7.5
2017-12-14,463303.25,7.5
2017-12-15,470141.0,5.5
2017-12-17,470141.0,5.5
2017-12-18,474810.0,7.5
2017-12-19,471804.0,5.5
2017-12-20,471179.25,7.5
2017-12-21,473523.0,7.5
2017-12-22,472298.25,5.5
2017-12-25,472298.25,5.5
2017-12-26,471879.75,7.5
2017-12-27,470655.0,5.5
2017-12-28,471411.25,5.5
2017-12-29,470230.5,5.5
2018-01-01,470230.5,5.5
2018-01-02,473593.25,3.5
2018-01-03,477081.25,7.5
2018-01-04,481206.25,7.5
2018-01-05,486919.0,5.5
2018-01-07,486919.0,5.5
2018-01-08,489044.25,7.5
2018-01-09,491850.75,5.5
2018-01-10,489919.75,7.5
2018-01-11,496013.5,7.5
2018-01-12,504445.0,5.5
